Check-in,Check-out,Reservado em,Estado,Quartos,Pessoas,Adultos,Crianças,Idade da(s) criança(s),Preço,Comissão (%),Valor da comissão,Estado do pagamento,Método de pagamento (provedor de pagamento),Grupo de quem reservou,Booker country,Motivo da viagem,Dispositivo,Tipo de unidade,Duração (noites),Data de cancelamento,booking_id_hash,booker_id_hash
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,0de7cf39e1e6366122309794e86d197d025a81235881e67ec4f011c9db2df252
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,0de7cf39e1e6366122309794e86d197d025a81235881e67ec4f011c9db2df252
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a19a1584344c1f3783bff51524a5a4b86f2cc09356c9dbfb6af9cd236e314362
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,1968-11-27 00:00:00.000000011,1.0,,,,,,,,,,,,,,,,,,b554e6ac8da0670062eccd5bad4ce98351254433948e9b4d3fdaae3fdec99d74,
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a19a1584344c1f3783bff51524a5a4b86f2cc09356c9dbfb6af9cd236e314362
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,4575464f612d636fe23dd94446e9399956c49c2f1187fdd69a92def975c962da
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,0de7cf39e1e6366122309794e86d197d025a81235881e67ec4f011c9db2df252
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,8ab31b5afaea56114427e1f01b81d001b079a0f59539f6db3f099816ca794055
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,fbd04e1aae9ce0b11a8946e2c9ac2619f7428a64d32d01eff61d809dcb70ee8e
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d0ff5974b6aa52cf562bea5921840c032a860a91a3512f7fe8f768f6bbe005f6
,,,,,,,,,,,,,,,,,,,,,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,a19a1584344c1f3783bff51524a5a4b86f2cc09356c9dbfb6af9cd236e314362
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,a416ea84421fa7e1351582da48235bac88380a337ec5cb5a9239dc7d57908b4b
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
,,,,,,,,,,,,,,,,,,,,,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,d84bdb34d4eeef4034d77e5403f850e35bc4a51b1143e3a83510e1aaad839748
