"review_date","review_rating","review_title","review_text","review_response","source"
"2023-01-17","10.0","Great place","The staff was amazing - I forgot some really important documents after leaving and they held on to it for me for almost a week. Breakfast is very nice, rooms are big and comfortable, really good location","","booking"
"2023-01-17","10.0","","Superbe accueil ! Chambre tres belle et lit super confortable !  Le petit dej est juste au top ! 
L emplacement est parfait , proche des commerces , restaurant , bar et metro , 

Les personnes a l accueil ont su nous conseiller d excellent restaurant et surtout comment eviter les ""attrape touristes ""","","booking"
"2023-01-17","9.0","","","","booking"
"2023-01-21","9.0","top","ambiance, personnel de lâhÃ´tel, chambre spacieuse

Negative: un peu de bruit le soir","","booking"
"2023-01-21","10.0","","","","booking"
"2023-01-22","10.0","","Petit déjeuner exceptionnel, literie au top et emplacement parfait pour visiter et sortir.","","booking"
"2023-01-22","10.0","","","","booking"
"2023-01-22","10.0","","מיקום מצוין, צוות אדיב ומסביר פנים, ארוחת בוקר מצוינת, עיצוב נעים.","","booking"
"2023-01-23","10.0","Perfeita!","O quarto é um encanto! localização perfeita! Ótimo café da manhã! Eu não sei se é a dona do Hotel, mas a Sra Claudia é extremamente atenciosa e simpática! adorei!!!!!

Negative: Nada!","","booking"
"2023-01-23","9.0","","L'emplacement

Negative: Rien","","booking"
"2023-01-24","10.0","","O atendimento da responsável pela pousada é da recepção excelente. Sempre prestativos e atentos aos seus pedidos. O quarto espaçoso e aconchegante. Cama confortável.
Wi fi funciona bem e o café da manhã delicioso. Tudo feito com cuidado.
O hotel é lindo. 
Localização excelente, em uma ladeira, mas viável. Guardam as suas malas após o check out se precisar","","booking"
"2023-01-26","10.0","Un hôtel de charme très bien localisé, un personnel accueillant et disponible. enfin un très bon petit déjeuné","très beau décor
personnel accueillant et disponible 
emplacement super

Negative: décoration 
personnel 
emplacement","","booking"
"2023-01-26","8.0","","looked nice, good service, great breakfast (also gl free options!)","","booking"
"2023-01-28","9.0","","","","booking"
"2023-01-29","10.0","","","","booking"
"2023-01-29","10.0",".","great quality great location

Negative: nothing","","booking"
"2023-01-30","9.0","Ritorno a Lisbona","La cura del cliente da parte del personale, la pulizia della struttura, la centralità e la colazione del mattino.

Negative: Niente da segnalare","","booking"
"2023-02-03","6.0","Got unlucky with the room but hotel has a great location.","Great location and breakfast.

Negative: Our only window(door) (with acsces to sunlight) was directly on the street. You could not even open a window to get some fresh air in the room because you wold be right on a sidewalk with the people passing by. At any moment people walking by could see you, no privacy at all. Very noisy, no privacy, right on the street. We tried to talk to the hotel staff and there was no interest from their side to fix the problem or compensation for the room. The staff was not the most friendly and did not try to help.","","booking"
"2023-02-03","10.0","","","","booking"
"2023-02-04","10.0","meraviglioso e rilassante!","tutto! staff estremamente gentile e ospitale, posizione centrale e strategica, colazione ottima con macedonie fresche e buonissime. lo consiglio vivamente.

Negative: nulla!","","booking"
"2023-02-04","8.0","","Zentrale Lage in der Stadt fÃ¼r AusflÃ¼ge zu Fuss","","booking"
"2023-02-04","8.0","","Conforto, quarto amplo, bem localizado, bom atendimento.

Negative: Falta de pessoal a noite.","","booking"
"2023-02-04","10.0","Brilliantly located boutique hotel with very friendly staff and pet friendly.","They are pet friendly and were very welcoming to our dog Zeus. The location is great - very central for seeing the sights of Lisbon. Our room was very spacious and clean. Breakfast was excellent.

Negative: Nothing!","","booking"
"2023-02-05","9.0","Tudo muito bom","quarto amplo e bem decorado

Negative: vc ouve um pouco de barulho da rua no quarto de frente para rua Alecrim","","booking"
"2023-02-05","8.0","Au cœur du Chiado mais dans le bruit de la foule","Hôtel bien situé au cœur du Chiado, mais à l’écart du bruit de la zone piétonne. On aimé la surface généreuse de la chambre, la double douche dans la chambre et le petit déjeuner soigné et bien choisi. L’amabilité et la gentillesse du personnel était un plus.

Negative: La seule fenêtre de la chambre 11 était directement au niveau de la chaussée, ce qui nous a obligé à garder les rideaux fermés de jour comme de nuit.","","booking"
"2023-02-05","10.0","","Everything","","booking"
"2023-02-05","9.0","","","","booking"
"2023-02-06","10.0","Absolutely a great mini vacation in Lisbon - beware the hills:)","The location was very central and close to many amenities. The staff were very friendly, welcoming and helpful. The room was spacious, tastefully decorated and well equipped. The breakfast was terrific. We had a wonderful stay and would definitely return - we've already recommended the hotel to a number of friends of ours! Be sure to try the restaurant ""By the Wine"" located right behind the hotel - excellent.

Negative: Nothing really, just be aware that because the hotel is in a beautiful historic building, the washroom was lovely but rather small.","","booking"
"2023-02-07","10.0","Vi var tre par som kom og rejste på forskellige tidspunkter under vores syv nætter lange ophold. Hotellet sørgede for at","Autentisk, spændende, meget store værelser, eminent beliggenhed. Der er rigelig, frisktilberedt og varieret morgenmad.

Negative: Lidt i den dyre ende.","","booking"
"2023-02-07","10.0","","","","booking"
"2023-02-07","10.0","","","","booking"
"2023-02-10","10.0","excellent, can’t wait to return","lovely friendly staff, great breakfast, brilliant location

Negative: nothing","","booking"
"2023-02-12","10.0","","","","booking"
"2023-02-13","9.0","","","","booking"
"2023-02-15","8.0","We had overall good staying at the hotel. The location in the heart of Chiado is handy to explore Lisbon and the rooma a","+ location
+ small dimension
+ room size

Negative: - breakfast booking system (not well managed by staff)
- soundproofing of room (you can clear listen all the chat at the reception)","","booking"
"2023-02-16","10.0","","","","booking"
"2023-02-16","8.0","endroit agréable avec personnel sympas","le personnel, l accueil, endroit sympas

Negative: le bruit….on entends fort le bruit","","booking"
"2023-02-17","9.0","","","","booking"
"2023-02-17","10.0","","","","booking"
"2023-02-18","9.0","","Превосходный завтрак. Удобная кровать. Очень красивый дизайн номера

Negative: Не хватало ложки для обуви и ополаскивателя для волос","","booking"
"2023-02-18","10.0","Amazing hotel & staff in a great location","Perfect location. 2 minutes from the metro. Amazing fresh fruit salad freshly squeezed juice every morning. Coffee machine in the room, balcony & super hot shower. The concierge Congalo was so helpful & kind with organising restaurant bookings, suggesting places to eat & drink & making us feel special. He was amazing.

Negative: Milk had to be requested each time for your coffee /tea in the room (no UHT or fridge) and you had to request an iron /board, which we needed daily. So would have preferred this minor improvement. The bed was very firm!!!!","","booking"
"2023-02-20","8.0","Bel établissement","Le personnel très sympathique et très bon déjeuner

Negative: Problème de humidité et bruyant la nuit","","booking"
"2023-02-20","10.0","Excelente experiencia","La ubicación es inmejorable y el personal es muy amable y atento. Sin duda una experiencia 10. Las habitaciones están muy bien insonorizadas, a pesar de estar en una calle muy céntrica apenas se percibe ruido.","","booking"
"2023-02-21","9.0","satisfeita. funcionários incríveis","quarto confortável e limpo

Negative: travesseiros muito ruins","","booking"
"2023-02-21","9.0","Immer wieder gerne","Diese Unterkunft kann man auf jeden Fall empfehlen, tolles Zimmer, sehr reichhaltiges FrÃ¼hstÃ¼ck, sehr freundliches Personal, Hotel ist sehr gut gelegen. Einziger Punkt: den angebotenen Transfair wÃ¼rden wir nicht noch Mals buchen, da zu teuer","","booking"
"2023-02-22","10.0","An opportunity to stay in a great location in a city that invites you to walk and explore.","Everything about this hotel is totally delightful. It genuinely feels like a home and makes you feel like a house guest. 
Everyone is incredibly helpful, engaging and enthusiastic and the breakfast is outstanding.

Negative: There is almost nothing to dislike.  We stayed for a long weekend and perhaps a longer stay might show some negatives but from our stay we have none.  If one wanted a bar or gym this is not the place but if you seek a luxury laidback boutique this is perfect.","","booking"
"2023-02-22","10.0","","The staff here were wonderful. Our flight arrived at 10:30 at night so we didn't get to the apartment until after 11. They stayed just to make sure we got in and were so helpful. Loved the breakfasts - fresh fruit, eggs, toast and bread, pastel de natas, coffee, juices, cheese and ham. 

The rooms are very clean and comfortable. I was unfortunately not feeling well during my stay here so had breakfast in my room and layed in bed all day while my husband and daughter explored, but it was a cozy and comfortable place to stay while not feeling well. 

Also in a great location!","","booking"
"2023-02-23","8.0","","","","booking"
"2023-02-23","8.0","","","","booking"
"2023-02-23","10.0","un super séjour à Lisbonne","la localisation, la taille des chambres, la gentillesse du personnel et un petit déjeuner incroyable !","","booking"
"2023-02-27","5.0","Le prix est élevé par rapport aux prestations","Central

Negative: Rues autour bruyantes la nuit
Réception qui vend des produits amincissants
Petit déjeuner en sous sol
Pas de baignoire dans la suite","","booking"
"2023-02-27","10.0","","Everything!!!

Negative: Everything was perfect.","","booking"
"2023-02-27","10.0","","","","booking"
"2023-02-27","10.0","Bästa läget med härlig frukost","Perfekt läge nära tunnelbana, bussar o spårvagnar, restauranger och affärer. Mycket hjälpsam och trevlig personal, fint rymligt rum, utmärkt frukost.

Negative: Fanns inget att klaga på.","","booking"
"2023-02-28","8.0","","","","booking"
"2023-02-28","9.0","10/10 staff, cleanliness and location.","The staff were exceptionally friendly and helpful. Brilliant in fact.

Negative: Everything was excellent except the toilet in Room 4 was strangely position, quirky to say the least.","","booking"
"2023-03-03","10.0","ottimo alloggio!","la posizione è ottima così come la qualità della struttura

Negative: nulla","","booking"
"2023-03-03","10.0","","Localização","","booking"
"2023-03-03","10.0","","","","booking"
"2023-03-04","7.0","Mauvais rapport qualité prix, pas pour les familles avec enfants","la situation de l’emplacement.

Negative: chambre trop près de la réception, beaucoup trop de bruit.
Petit déjeuner pas correcte au vu du prix, nous étions avec notre enfant et tous les jours, il fallait ajouter un couver à table. il n’y  avait que 3 coupes de fruits alors que nous étions 3. L’enfant est une pièce rapportée. Le lit pour l’enfant est vraiment un lit d’appoint, ok dans un camping ou pour une nuit mais pas pour un hôtel à ce prix.","","booking"
"2023-03-04","10.0","","Amazing location, friendly and helpful staff and awesome breakfast","","booking"
"2023-03-04","9.0","","","","booking"
"2023-03-05","10.0","","","","booking"
"2023-03-05","9.0","","The breakfast is almost the same every day but the quality is excellent. The room was spacious and comfortable.

Negative: It is not that we didn't like it but it was strange as our room was on the street level and if you opened the windows for some air the people walking by are looking straight at you. The only thing that we didn't like was that there was no good ventilation except from opening the windows, which was not an option, and you could feel the moisture in the air.","","booking"
"2023-03-05","8.0","","","","booking"
"2023-03-07","8.0","","","","booking"
"2023-03-08","10.0","","","","booking"
"2023-03-09","9.0","","","","booking"
"2023-03-11","9.0","What a great find and warm and welcoming staff!","Very friendly staff, nice sized room, and great breakfast!

Negative: The only complaint is noise from the street but not sure how this is resolved by the hotel per se.","","booking"
"2023-03-11","9.0","","","","booking"
"2023-03-11","10.0","parfait","hôtel magnifique et personnel au top ! 
décoration poussé dans le détail, petit déjeuner au top ! je recommande","","booking"
"2023-03-13","8.0","","","","booking"
"2023-03-14","10.0","If we ever come back to visit Lisbon, this is the place we will stay!","The staff was excellent in providing us with info regarding the train strike and making plan options. The hotel made us feel very comfortable in every way.
EXCELLENT breakfast!
We had 2 days of very early departures and they provided 
juice, bananas and crackers & jam for breakfast since we needed to leave super early.","","booking"
"2023-03-14","9.0","","","","booking"
"2023-03-14","10.0","vi havde et skønt ophold. til trods for værelsets placering lige ud til gaden i gadehøjde, oplevede vi ingen larm og det","personalet var enormt søde og meget hjælpsomme. hotellet ligger i gåafstand til det meste.","","booking"
"2023-03-15","10.0","","Der beste und sympathischste Rezeptionist aller Zeiten. Ich arbeite selbst in der Branche und bin schon viel gereist. Ich kann also mit Erfahrung sagen, dass das Hotel sowie die Mitarbeiter wirklich außergewöhnlich freundlich sind.","","booking"
"2023-03-15","9.0","","","","booking"
"2023-03-15","10.0","Au delà de nos espérances","L’accueil était incroyable, le personnel aux petits soins, la chambre spacieuse et la literie confortable, les petits déjeuners excellents et la localisation parfaite  ! Merci pour ce beau séjour au delà de nos espérances

Negative: Le seul point d’amélioration que je donnerais : il n’est pas conseillé de rajouter un matelas dans un lit parapluie qui ne soit pas fourni avec le lit parapluie pour le risque d’étouffement du bébé. Mon fils a 2 ans donc j’étais sereine mais ça aurait été très bien sans (même si les matelas vendus avec les lits parapluies sont très fins, cela reste de l’appoint). Le reste était parfait !","","booking"
"2023-03-17","9.0","","Sijainti ja idyllinen","","booking"
"2023-03-18","9.0","Delightful base for a Lisbon break","Beautifully renovated building in a central location. delightful staff and delicious breakfast.","","booking"
"2023-03-18","9.0","מלון מצויין ומומלץ","המיקום מצויין, החדר  מרווח מאד, מקלחת מצויינת

Negative: בארוחת הבוקר לא היו ירקות וזה חסר.
בנוסף, לא היה יוגורט טבעי אלא רק עם סוכר","","booking"
"2023-03-18","10.0","We had a fabulous stay in Lisbon. Gonçalo and team made us feel very welcome. We would definitely recommend.","A lovely, well appointed small hotel in a great location. The staff were excellent and really looked after us.","","booking"
"2023-03-18","9.0","Lovely historic Hotel","The location is fantastic - upscale shops, restaurants and cafés are all within short walking distance, the staff is exceptional and the historical components of the building are beautiful. The rooms are very quiet and comfortable.

Negative: The lack of a small bar fridge in the room","","booking"
"2023-03-19","10.0","","Everything from start to finish was excellent. Staff were very friendly and helpful. Beautiful room, breakfast was delicious.

Negative: Wouldn’t change a thing, everything was amazing.","","booking"
"2023-03-19","9.0","","Sehr gutes Frühstück?, Zimmer sind groß

Negative: Nichts.","","booking"
"2023-03-19","10.0","","","","booking"
"2023-03-20","10.0","passamos uma óptima estadia no estabelecimento. podemos desfrutar dos equipamentos da casa, o pequeno almoço e a sala sã","O estabelecimento tem uma localização ideal para descobrir a cidade de Lisboa.","","booking"
"2023-03-20","10.0","Just amazing","Awesome","","booking"
"2023-03-21","10.0","","","","booking"
"2023-03-21","10.0","","","","booking"
"2023-03-21","9.0","Very nice, would stay again.","The hotel was small, intimate, and beautiful. The room was pretty big, and had beautiful natural light. The staff was very friendly and helpful.

Negative: The breakfast was a little monotonous. They have you select things at the beginning but they also have a buffet. I don’t think you need the a la cart portion, just incorporate it into the buffet.","","booking"
"2023-03-21","8.0","idéalement situé, je recommande","emplacement idéal, décoration chic, petit déjeuner qualitatif , personnel charmant

Negative: la salle de bain : petite douche dans l’entrée, manque d’intimité avec la chambre, wc en hauteur, odeur humidité en entrant dans la chambre","","booking"
"2023-03-24","9.0","","","","booking"
"2023-03-27","10.0","","","","booking"
"2023-03-27","8.0","Très bel hôtel, bien situé dans le centre ayant gardé le magnifique décor ancien (escaliers, voûtes…). Cependant fuyez à","La situation, la grandeur de la suite de luxe, la beauté du lieu

Negative: Le bruit de la réception juste à côté de notre chambre
Le vacarme de la rue
La super mauvaise insonorisation","","booking"
"2023-03-29","8.0","great location, walking distance to anywhere you need in Lisbon","the location is excellent and I like that it is a smaller hotel that really had reasonable amenities, the breakfast was good for the size of facility and they strived to help in many ways, with suggestions for places to eat and see, help with setting up appointments and reservations, etc.

Negative: they indicated that they had a bar and this really isn't true, there was a tiny honor bar cart that was frankly 99% empty which is not a bar per se, nor any in room refrigeration, which prevented even having a few beers or bottle of wine ready for when you want it,  not a big deal but need to remove mention of having a bar as they don't.  Lots of places very near to have a beverage. Beds hard a a rock, so if you like a firm bed this is your place","","booking"
"2023-03-30","9.0","Inoubliable","Emplacement idéal, Accueil très sympathique, Personnel très agréable, Chambre très confortable et propre, Petit déjeuner excellent. Je recommanderai les yeux fermés cet établissement

Negative: Fléxibilité des horaires du petit déjeuner","","booking"
"2023-03-31","9.0","","Incredible location, near amazing bars, restaurants, coffee shops as well as public transport. We walked to most places and then decided to get the day pass for public transport to visit some locations that were a bit further away. The staff were lovely, the hotel itself is very clean and we were able to get some gluten free bread for dietary requirements. We asked for a quiet room and so our windows were facing a little backstreet which was lovely and indeed very quiet. The room looked out to an amazing wine bar called By The Wine which is another little gem and perfect for some food and delicious wine. Overall we had an amazing 3 night stay and would definitely come back to this hotel!

Negative: Although we had a quiet room, and there was no street noise, there was lots of moving around and some noise coming from upstairs everyday around 7.30am. It didn't bother us too much as we were up at that time but if you're looking for a longer sleep you might need some ear plugs!","","booking"
"2023-03-31","9.0","Fab hotel, great location… would stay again","Loved the location of this hotel, was close enough to everything that we walked everywhere, despite the hills! Coming into the hotel is like entering a little oasis of calm in the city, just lovely

Negative: Nothing!","","booking"
"2023-04-01","8.0","Personnel adorable, situation très centrale, excellent petit déjeuner.","L’accueil, la localisation, la gentillesse de tout le personnel, la déco des chambres, le petit-déjeuner et la possibilité d’avoir la chambre plus tôt.

Negative: Sur le site, j’ai choisi entre autres cet hôtel pour la « vue » et il était indiqué chambre avec balcon et vue…pas de balcon et pas de vue mais finalement peu ont une vraie vue, par ailleurs, il est mentionné « suite » avec coin salon mais c’est un peu exagéré, il y a une table et deux chaises mais pas vraiment de salle de bains séparée par un vrai mur, seulement un pan de mur. Je le signale pour que d’autres ne soient pas déçus car tous les autres points positifs de l’hôtel compensent largement ces imprécisions.","","booking"
"2023-04-02","8.0","","","","booking"
"2023-04-03","9.0","Super Unterbringung zur Besichtigung der Stadt.","Es gab nichts zu bemängeln. Personal sehr freundlich und hilfsbereit, das Frühstück gut.

Negative: Die Parkmöglichkeiten sehr eingeschränkt und teuer. Dafür kann das Hotel aber nichts.","","booking"
"2023-04-03","10.0","","O Gonçalo foi muito atencioso com a gente, nos recebeu a noite, explicou o funcionamento do hotel e nos indicou um ótimo restaurante. A pousada é muito bem localizada, o café da manhã é muito bom e o quarto confortável.

Negative: O chuveiro era um pouco fraco.","","booking"
"2023-04-04","8.0","ok","location
great breakfast","","booking"
"2023-04-06","10.0","highly recommend","Staff were very friendly and helpful. The room was spacious and comfortable. great location.","","booking"
"2023-04-07","9.0","","Comfortable hotel, spacious room, good bed, good breakfast, gracious staff, soundproof windows

Negative: Marble and stone conduct and amplify all sound , voices, footsteps, reception telephone...","","booking"
"2023-04-07","6.0","Lage in Ordnung, Personal sehr nett, Zimmer auf die Straße wirklich nicht zu empfehlen","geräumiges Zimmer, neues Bad

Negative: Lärm von der Straße (Ausgehviertel und stark befahrene Straße)
Frühstück eintönig, im Keller keine Fensterbund keine Frischlufttzufuhr","","booking"
"2023-04-09","9.0","Great Staff, very helpful, lovely breakfast, beautiful rooms","Great location, value for money","","booking"
"2023-04-09","9.0","","","","booking"
"2023-04-09","9.0","Hotel con ubicaciÃ³n perfecta y con un equipo humano excepcional","Todo el equipo humano que trabaja en este hotel es excepcional: amables, detallistas, atentos y siempre intentando ayudar. 
SÃ³lo por ellos ya merece la pena escoger este establecimiento. 
Una suerte poder contar con profesionales de este nivel. MuchÃ­simas gracias por hacer que nuestra estancia fuera perfecta

Negative: La distribuciÃ³n del lavabo","","booking"
"2023-04-09","7.0","","Emplacement parfait pour visiter à pie. Proche des stations de métro, tram et gare. Tout est accessible.

Negative: Placé au centre ville, beaucoup de passage donc bruyant. Bar à vins face à la chambre, le week-end boucoup de monde qui fait la fête.","","booking"
"2023-04-09","10.0","","חדר גדול  ומפנק וצוות מעולה , ארוחת בוקר אישית מצויינת. המיקום מצויין וקרוב למקומות מרכזיים

Negative: אין","","booking"
"2023-04-10","7.0","","מיקום מעולה בעלי המלון מאוד אדיבים

Negative: חדר ללא חלון
פונה לרחוב לעיתים יש רעש","","booking"
"2023-04-11","10.0","","Great location, brilliant staff, perfect!

Negative: Nothing","","booking"
"2023-04-11","10.0","An amazing stay at this beautiful, quaint hotel. The location and staff were wonderful!","The location is amazing, walkable to all Lisbon has to offer. The hotel is comfortable, clean and beautifully decorated. It has all the charm of an historic building, but modern amenities and comfort. I can’t say enough about the staff, they were all so welcoming and friendly.

Negative: non","","booking"
"2023-04-13","9.0","","","","booking"
"2023-04-15","9.0","","","","booking"
"2023-04-17","9.0","","","","booking"
"2023-04-18","10.0","","Everything was perfect!!! Thank you so much. We had a lovely stay","","booking"
"2023-04-19","10.0","Great little hotel!","Great breakfast!

Negative: Nothing","","booking"
"2023-04-20","10.0","","","","booking"
"2023-04-21","10.0","","Perfekte Lage, total freundliche MitarbeiterInnnen, hilfreiche Tipps, schönes Zimmer und leckeres Frühstück","","booking"
"2023-04-22","8.0","","","","booking"
"2023-04-25","9.0","","","","booking"
"2023-04-25","8.0","","","","booking"
"2023-04-25","10.0","todo genial pero habitación ruidosa","Me encantó la ubicación, cerca de todo. El desayuno increíble también y a destacar el trato tan cercano de Gonçalo, nos hizo sentir como en casa, dándonos recomendaciones y buscando siempre solución a nuestras dudas, un 10 para él!

Negative: Nos pusieron en la habitación de la planta baja y se escuchaba todo lo que se hablaba en la recepción.","","booking"
"2023-04-25","10.0","Świetny hotel w centrum Lizbony","Świetna lokalizacja. Hotel w samym centrum umiejscowiony w starej kamienicy, piękne wnętrza i wspaniała atmosfera. Blisko dwie stacje metra, przystanki autobusowy i tramwajowy oraz przystań promowa. Personel we wszystkim pomocny i uśmiechnięty. Musieliśmy przedłużyć pobyt w związku z odwołaniem lotu i nie było z tym żadnego problemu, dostaliśmy też cenę z rezerwacji sprzed pół roku. Śniadania smaczne i do syta.. jedyny malutki minus to brak świeżych warzyw.😉 polecam osobom szukającym spokojnego miejsca z klimatem starej Lizbony.🙂

Negative: Przydałyby się świeże warzywa do śniadania..","","booking"
"2023-04-27","10.0","","","","booking"
"2023-04-28","8.0","Super séjour à Lisbonne dans un hôtel de charme","Hôtel idéalement situé en centre ville, proche de tout. Personnel aimable et serviable. Chambre spacieuse, très confortable et décorée avec goût. Très bon petit déjeuner.

Negative: Seul bémol : douche manquant de débit et mitigeur ne permettant pas de régler facilement la température de l'eau.","","booking"
"2023-04-29","8.0","","location was good, the staff was nice, the room was big

Negative: no elevator, small shower","","booking"
"2023-05-01","10.0","","","","booking"
"2023-05-03","10.0","","","","booking"
"2023-05-03","9.0","","","","booking"
"2023-05-05","10.0","","","","booking"
